modality,sample_id,timestamp,language,is_scam,scam_type,scam_stage,requested_action,sensitive_info_requested,severity,has_url,has_upi,has_otp,has_qr,has_phone,has_threat,has_urgency,text
AudioTranscript,AUD0005,2025-09-12 23:28:46,English,1,Bank/KYC Fraud,Action request,Click link,PAN,4,1,0,0,0,0,1,1,[Voicemail] KYC pending. Update now at https://t.co/plNQG6p to avoid account okay freeze.
AudioTranscript,AUD0013,2025-10-27 04:51:22,English,1,Lottery/Prize Scam,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,0,[Automated Voice] Congratulations! Prize ₹25000 in Festival Lucky Draw. Pay processing ₹199 to UPI ylnhit@ybl.
AudioTranscript,AUD0092,2025-12-02 09:33:08,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,"[Automated Voice] Canara alert. Debit of ₹12000 occurred. If not you, call official helpline."
AudioTranscript,AUD0050,2025-04-11 23:42:59,English,1,Telecom/Utility / KYC Scam,Action request,Click link,PAN,4,1,0,0,0,0,0,1,[Automated Voice] Your Vi SIM will be deactivated today. Update KYC at https://secure-kyc-update.in/tihkerz3a8.
AudioTranscript,AUD0016,2025-04-23 09:52:26,Hinglish,1,Lottery/Prize Scam,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,0,[Automated Voice] Congratulations! Prize ₹1500 in Mega Bumper Draw. Pay processing ₹99 to UPI nfjatv@ibl.
AudioTranscript,AUD0067,2025-06-05 11:43:06,English,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,0,"[Voice Note] Mom, it's me. Emergency hai. ₹349 UPI ngljuz@okicici abhi. Please don't call."
AudioTranscript,AUD0072,2025-05-04 14:00:16,English,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,0,"[Voice Note] Mom, okay ma'am it's me. Emergency sir hai. ₹12000 UPI giabzs@okicici abhi. Please don't call."
AudioTranscript,AUD0080,2025-06-25 03:14:39,English,1,Marketplace / Refund / UPI Scam,Action request,Click link,Bank credentials,3,1,0,0,0,0,0,0,[Automated Voice] Refund of ₹12000 pending. Confirm your bank details at https://pay-safe.link/vk4st3qgpc.
AudioTranscript,AUD0070,2025-10-29 05:18:40,Hinglish,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,0,"[Voice Note] Mom, it's me. Emergency hai. ₹499 UPI cpfjtf@ibl abhi. Please don't call."
AudioTranscript,AUD0088,2025-03-25 18:05:22,English,0,Legitimate: OTP/2FA,Action request,Visit official app/website,OTP,1,0,0,1,0,0,0,0,[Automated Voice] Your OTP for Paytm is 428355. Repeat 428355. Do not share it.
AudioTranscript,AUD0099,2025-11-23 09:57:53,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,"[Automated uh ji Voice] PNB alert. Debit of ₹25000 occurred. If not you, call official helpline. haan"
